TITLE,LIKES,SHARES
"The army chiefs of Cambodia and Thailand on February 3 signed a cooperation agreement to strengthen relations of friendship and cooperations between the two military forces, and promote open discussion on subjects of mutual interest.",12,2
87 more Omicron community cases in Cambodia,36,1
"Prime Minister Hun Sen on February 4 told relevant ministries and institutions to accelerate the Covid-19 booster vaccination rollout, to develop herd immunity.",21,0
"The Covid-19 crisis failed to slow down bilateral trade between Cambodia and Japan, with volume notching up nearly $2.33307 billion in 2021, up by more than 10.997 per cent compared to over $2.10191 a year earlier",8,2
"Ngov Chhiv, 75, is the founder and manager of Children’s Kitchen. The Post interviewed him recently about his organisation and what inspired him to dedicate his life to helping others as well as the charity’s goals for the future.",10,1
"The Ministry of Labour and Vocational Training on February 4 announced a third round of government cash assistance for 5,576 laid-off workers from 42 factories and other select businesses in the garment and tourism sectors with operations suspended due to the Covid-19 pandemic.",30,2
"A bill authorising the ratification of the Cambodia-Korea Free Trade Agreement (CKFTA) has been promulgated into law, moving the two Asian nations into the final stretch for the enactment of the deal, which is expected to unlock billions in bilateral trade and investment.",5,1
"Kratie provincial governor Va Thorn on February 3 held a meeting to instruct relevant authorities to beef up security ahead of the February 7 launch ceremony of a 93.56km stretch of National Road 7, to be presided over by Prime Minister Hun Sen.",11,2
The Ministry of Environment and USAID Greening Prey Lang Project are collecting data on the number of owners of resin trees – and the number of their trees – in order to produce a registry of ownership.,17,1
"In Opinion:
Volcanoes, plague and famine: Welcome to 536, the ‘worst year to be alive’",8,1
"Residents made nearly one million domestic trips from February 1-3 during the Lunar New Year holidays, indicating an increase of 6.15 per cent compared to the corresponding period in 2021.",9,1
Minister of Public Works and Transport Sun Chanthol has met with the UN Development Programme (UNDP) to discuss a draft road transport policy.,25,2
"The Council of Ministers on February 4 approved a draft law on plant protection and phytosanitary measures at a session presided over by Prime Minister Hun Sen, according to government spokesman Phay Siphan.",9,0
Two bills amending the Law on Commercial Enterprises (“LCE”) and Law on Commercial Regulations and the Commercial Register (“LCRCR”) have been promulgated into law.,6,1
The Mondulkiri Provincial Council has requested that relevant authorities work together to improve the electricity supply to remote rural areas in order to meet the demands of population growth and development.,24,0
A team from the Angkor International Centre of Research and Documentation under APSARA National Authority (ANA) this week began excavating a ceramic kiln northwest of the Angkor Thom temple complex’s Dei Chhnang Gate (northern gate),29,2
A contingent of 184 multi-skilled Cambodian peacekeepers landed at Phnom Penh International Airport on the night of February 3 following a one-year mission under a UN mandate.,13,1
"A Japanese company plans to invest in silk production, breeding silk worms in Battambang province to process into consumer products and exports, to boost economic growth and create more local jobs.",33,2
The government has increased retail fuel prices for the third bimonthly period in a row – a trend that has dampened some of the consumer enthusiasm that greeted a moderation in November-December.,19,3
Five people were killed and another boy seriously injured following a violent rampage by an unidentified man in Pou Chrei commune’s Me Pai village of Mondulkiri province’s Pech Chreada district.,9,0
"Residents of the capital and neighbouring Takhmao town in Kandal province will no longer face clean water issues from 2023, as the Phnom Penh Water Supply Authority’s (PPWSA) daily production capacity passes the one million cubic metre mark, the state-owned utility said on February 3.",21,0
The National Election Committee (NEC) will introduce three new pieces of software for use in June’s commune council elections.,10,0
"Thailand is committed to working with Cambodia in the interest of peace and security in both countries, and scale up cooperative efforts to combat transnational crimes, drug and human trafficking, along with illegal logging",6,0
[Post Focus] Australian International School Phnom Penh offering IB’s CP career pathway,18,0
Informal workers have largely fed and clothed Cambodians for years but they continue to suffer with little benefits and social protection,9,0
